Número de cotización,Fecha de creación,Estado,Side Cliente,Creado por,Número de Cuenta,Monto intercambio,Monto Pagado,Moneda,Precio,Comisión,Fecha de actualización,Transacción Id,Tipo de servicio,OMS
9857,"25/08/2025 11:49:22, UTC -04:00",Completed,Sell,RosaGutierrez20Co,20147,33.02,430.00,BOB,13.02,0.00,25/08/2025 11:50:01,7390482430,S-001,Banexcoin Bolivia
9859,"25/08/2025 12:25:26, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.01,0.00,25/08/2025 12:25:39,7390662310,S-001,Banexcoin Bolivia
9860,"25/08/2025 12:27:14, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.01,0.00,25/08/2025 12:27:27,7390671560,S-001,Banexcoin Bolivia
9861,"25/08/2025 12:30:02, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.84,75.99,BOB,13.01,0.00,25/08/2025 12:30:19,7390687840,S-001,Banexcoin Bolivia
9862,"25/08/2025 12:30:43, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.53,149.99,BOB,13.01,0.00,25/08/2025 12:30:55,7390690700,S-001,Banexcoin Bolivia
9863,"25/08/2025 12:34:37, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.01,0.00,25/08/2025 12:34:49,7390711660,S-001,Banexcoin Bolivia
9865,"25/08/2025 12:40:53, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.84,75.99,BOB,13.01,0.00,25/08/2025 12:41:06,7390745520,S-001,Banexcoin Bolivia
9866,"25/08/2025 12:42:29, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.01,0.00,25/08/2025 12:42:42,7390754230,S-001,Banexcoin Bolivia
9867,"25/08/2025 12:42:49, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.01,0.00,25/08/2025 12:43:02,7390756130,S-001,Banexcoin Bolivia
9869,"25/08/2025 12:43:26, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.01,0.00,25/08/2025 12:43:40,7390759500,S-001,Banexcoin Bolivia
9870,"25/08/2025 12:43:51, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.01,0.00,25/08/2025 12:44:04,7390761630,S-001,Banexcoin Bolivia
9871,"25/08/2025 12:44:15, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.01,0.00,25/08/2025 12:44:28,7390763630,S-001,Banexcoin Bolivia
9873,"25/08/2025 12:45:36, UTC -04:00",Completed,Sell,VeronicaLeon95Co,20174,0.77,10.00,BOB,13.01,0.00,25/08/2025 12:46:00,7390771270,S-001,Banexcoin Bolivia
9874,"25/08/2025 13:10:17, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.01,0.00,25/08/2025 13:10:31,7390895770,S-001,Banexcoin Bolivia
9875,"25/08/2025 13:18:43, UTC -04:00",Completed,Sell,JuanRodriguez90Max,20106,5.15,67.00,BOB,13.00,0.00,25/08/2025 13:19:05,7390938410,S-001,Banexcoin Bolivia
9876,"25/08/2025 13:33:17, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.00,0.00,25/08/2025 13:33:30,7391004730,S-001,Banexcoin Bolivia
9879,"25/08/2025 13:38:55, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,3.85,50.00,BOB,13.00,0.00,25/08/2025 13:39:08,7391030260,S-001,Banexcoin Bolivia
9880,"25/08/2025 13:42:56, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.00,0.00,25/08/2025 13:43:09,7391047640,S-001,Banexcoin Bolivia
9881,"25/08/2025 13:51:38, UTC -04:00",Completed,Sell,RosaMunoz92007,20150,1.15,15.00,BOB,13.01,0.00,25/08/2025 13:52:13,7391088780,S-001,Banexcoin Bolivia
9882,"25/08/2025 13:55:19, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.84,75.99,BOB,13.01,0.00,25/08/2025 13:55:29,7391102850,S-001,Banexcoin Bolivia
9883,"25/08/2025 13:56:46, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.01,0.00,25/08/2025 13:56:57,7391109290,S-001,Banexcoin Bolivia
9884,"25/08/2025 13:56:49, UTC -04:00",Completed,Sell,RosaMunoz92007,20150,53.64,698.00,BOB,13.01,0.00,25/08/2025 13:57:23,7391110910,S-001,Banexcoin Bolivia
9885,"25/08/2025 14:00:44, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.01,0.00,25/08/2025 14:00:57,7391126400,S-001,Banexcoin Bolivia
9886,"25/08/2025 14:04:59, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.01,0.00,25/08/2025 14:05:12,7391146390,S-001,Banexcoin Bolivia
9887,"25/08/2025 14:05:52, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.84,75.99,BOB,13.01,0.00,25/08/2025 14:06:06,7391150670,S-001,Banexcoin Bolivia
9888,"25/08/2025 14:09:20, UTC -04:00",Completed,Sell,DiegoTorres79Mx,20052,0.77,10.00,BOB,13.01,0.00,25/08/2025 14:09:56,7391167500,S-001,Banexcoin Bolivia
9889,"25/08/2025 14:14:00, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.84,75.99,BOB,13.01,0.00,25/08/2025 14:14:14,7391187140,S-001,Banexcoin Bolivia
9890,"25/08/2025 14:14:33, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.84,75.99,BOB,13.01,0.00,25/08/2025 14:14:44,7391189360,S-001,Banexcoin Bolivia
9891,"25/08/2025 14:17:41, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,1.38,18.00,BOB,13.01,0.00,25/08/2025 14:17:58,7391203060,S-001,Banexcoin Bolivia
9893,"25/08/2025 14:24:05, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.02,0.00,25/08/2025 14:24:16,7391231960,S-001,Banexcoin Bolivia
9894,"25/08/2025 14:24:38, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.84,75.99,BOB,13.02,0.00,25/08/2025 14:24:50,7391234100,S-001,Banexcoin Bolivia
9895,"25/08/2025 14:30:58, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.65,359.99,BOB,13.02,0.00,25/08/2025 14:31:13,7391262000,S-001,Banexcoin Bolivia
9896,"25/08/2025 15:11:56, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.84,75.99,BOB,13.02,0.00,25/08/2025 15:12:09,7391446260,S-001,Banexcoin Bolivia
9899,"25/08/2025 15:55:59, UTC -04:00",Completed,Sell,AndresGarcia95Bo,20013,9.18,120.00,BOB,13.07,0.00,25/08/2025 15:56:29,7391652700,S-001,Banexcoin Bolivia
9900,"25/08/2025 16:04:50, UTC -04:00",Completed,Sell,DianaDiaz74Ar,20025,0.77,10.00,BOB,13.07,0.00,25/08/2025 16:05:13,7391693120,S-001,Banexcoin Bolivia
9903,"25/08/2025 16:26:12, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.81,75.99,BOB,13.07,0.00,25/08/2025 16:26:36,7391795400,S-001,Banexcoin Bolivia
9904,"25/08/2025 16:26:53, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.07,0.00,25/08/2025 16:27:06,7391797660,S-001,Banexcoin Bolivia
9905,"25/08/2025 16:30:03, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.48,149.99,BOB,13.07,0.00,25/08/2025 16:30:16,7391812800,S-001,Banexcoin Bolivia
9906,"25/08/2025 16:33:49, UTC -04:00",Completed,Sell,GloriaDelgado30Pe,20135,1.30,17.00,BOB,13.07,0.00,25/08/2025 16:34:04,7391831700,S-001,Banexcoin Bolivia
9907,"25/08/2025 16:51:27, UTC -04:00",Completed,Sell,JuanRodriguez90Max,20106,22.94,300.00,BOB,13.08,0.00,25/08/2025 16:52:29,7391921230,S-001,Banexcoin Bolivia
9908,"25/08/2025 16:56:09, UTC -04:00",Completed,Sell,AndresGarcia95Bo,20013,0.31,4.00,BOB,13.07,0.00,25/08/2025 16:56:31,7391941320,S-001,Banexcoin Bolivia
9922,"25/08/2025 18:27:38, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.81,75.99,BOB,13.07,0.00,25/08/2025 18:28:06,7392412910,S-001,Banexcoin Bolivia
9926,"25/08/2025 18:48:00, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.48,149.99,BOB,13.07,0.00,25/08/2025 18:48:17,7392520220,S-001,Banexcoin Bolivia
9929,"25/08/2025 19:03:29, UTC -04:00",Completed,Sell,AndresGarcia95Bo,20013,0.77,10.00,BOB,13.07,0.00,25/08/2025 19:03:43,7392598660,S-001,Banexcoin Bolivia
9930,"25/08/2025 19:04:39, UTC -04:00",Completed,Sell,JuanRodriguez90Max,20106,2.60,34.00,BOB,13.07,0.00,25/08/2025 19:04:53,252231730,S-001,Banexcoin Bolivia
9934,"25/08/2025 19:54:44, UTC -04:00",Completed,Sell,MiguelAlvarez302024,20006,22.94,300.00,BOB,13.08,0.00,25/08/2025 19:55:06,7392841440,S-001,Banexcoin Bolivia
9942,"25/08/2025 20:28:23, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.81,75.99,BOB,13.08,0.00,25/08/2025 20:28:35,7392979340,S-001,Banexcoin Bolivia
9944,"25/08/2025 20:29:50, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.08,0.00,25/08/2025 20:30:03,7392984840,S-001,Banexcoin Bolivia
9945,"25/08/2025 20:34:24, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.90,37.99,BOB,13.08,0.00,25/08/2025 20:34:35,7393001480,S-001,Banexcoin Bolivia
9947,"25/08/2025 20:38:10, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.81,75.99,BOB,13.08,0.00,25/08/2025 20:38:22,7393015680,S-001,Banexcoin Bolivia
9948,"25/08/2025 20:41:12, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.81,75.99,BOB,13.08,0.00,25/08/2025 20:41:26,7393026490,S-001,Banexcoin Bolivia
9950,"25/08/2025 20:47:03, UTC -04:00",Completed,Sell,RosaMolina512025,20047,0.69,9.00,BOB,13.08,0.00,25/08/2025 20:47:18,7393048140,S-001,Banexcoin Bolivia
9952,"25/08/2025 20:50:26, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.08,0.00,25/08/2025 20:50:38,7393059280,S-001,Banexcoin Bolivia
9953,"25/08/2025 21:05:32, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.08,0.00,25/08/2025 21:05:47,7393109980,S-001,Banexcoin Bolivia
9955,"25/08/2025 21:14:22, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.52,359.99,BOB,13.08,0.00,25/08/2025 21:14:33,7393137860,S-001,Banexcoin Bolivia
9956,"25/08/2025 21:26:34, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.81,75.99,BOB,13.08,0.00,25/08/2025 21:26:48,7393175110,S-001,Banexcoin Bolivia
9957,"25/08/2025 21:27:08, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.81,75.99,BOB,13.08,0.00,25/08/2025 21:27:22,7393176650,S-001,Banexcoin Bolivia
9958,"25/08/2025 21:29:15, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.90,37.99,BOB,13.08,0.00,25/08/2025 21:29:28,7393182610,S-001,Banexcoin Bolivia
9959,"25/08/2025 21:32:08, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.08,0.00,25/08/2025 21:32:22,7393190550,S-001,Banexcoin Bolivia
9961,"25/08/2025 21:38:36, UTC -04:00",Completed,Sell,JoseGonzalez60456,20189,0.76,10.00,BOB,13.08,0.00,25/08/2025 21:39:54,7393210320,S-001,Banexcoin Bolivia
9962,"25/08/2025 21:42:18, UTC -04:00",Completed,Sell,JuanRodriguez90Max,20106,7.65,100.00,BOB,13.08,0.00,25/08/2025 21:42:45,7393218270,S-001,Banexcoin Bolivia
9963,"25/08/2025 21:48:29, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.52,359.99,BOB,13.08,0.00,25/08/2025 21:48:41,7393233760,S-001,Banexcoin Bolivia
9965,"25/08/2025 21:49:48, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.81,75.99,BOB,13.08,0.00,25/08/2025 21:49:59,7393237030,S-001,Banexcoin Bolivia
9968,"25/08/2025 21:56:19, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.81,75.99,BOB,13.08,0.00,25/08/2025 21:56:31,7393252260,S-001,Banexcoin Bolivia
9969,"25/08/2025 21:56:44, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.90,37.99,BOB,13.08,0.00,25/08/2025 21:56:59,7393253430,S-001,Banexcoin Bolivia
9973,"25/08/2025 22:06:33, UTC -04:00",Completed,Sell,CarlosSanchez522025,20001,0.06,0.75,BOB,13.08,0.00,25/08/2025 22:06:50,7393276370,S-001,Banexcoin Bolivia
9978,"25/08/2025 22:29:18, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.90,37.99,BOB,13.08,0.00,25/08/2025 22:29:31,7393325020,S-001,Banexcoin Bolivia
9989,"26/08/2025 09:06:11, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,30.59,400.00,BOB,13.07,0.00,26/08/2025 09:06:25,7393860970,S-001,Banexcoin Bolivia
9998,"26/08/2025 10:11:49, UTC -04:00",Completed,Sell,AnaTorres85Ec,20180,0.15,2.00,BOB,13.09,0.00,26/08/2025 10:12:04,7394140190,S-001,Banexcoin Bolivia
10000,"26/08/2025 11:15:54, UTC -04:00",Completed,Sell,JoseGonzalez60456,20189,0.76,10.00,BOB,13.09,0.00,26/08/2025 11:16:53,7394449200,S-001,Banexcoin Bolivia
10002,"26/08/2025 11:51:26, UTC -04:00",Completed,Sell,JuanRodriguez90Max,20106,519.47,"6,784.00",BOB,13.06,0.00,26/08/2025 11:51:58,7394620590,S-001,Banexcoin Bolivia
10003,"26/08/2025 12:02:37, UTC -04:00",Completed,Sell,JoseGonzalez60456,20189,7.47,97.63,BOB,13.06,0.00,26/08/2025 12:03:11,7394678500,S-001,Banexcoin Bolivia
10004,"26/08/2025 13:04:33, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.05,0.00,26/08/2025 13:04:46,7395018810,S-001,Banexcoin Bolivia
10005,"26/08/2025 13:06:44, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.50,149.99,BOB,13.05,0.00,26/08/2025 13:06:58,7395031210,S-001,Banexcoin Bolivia
10006,"26/08/2025 13:10:59, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.05,0.00,26/08/2025 13:11:16,7395053150,S-001,Banexcoin Bolivia
10007,"26/08/2025 13:11:54, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.04,0.00,26/08/2025 13:12:08,7395057670,S-001,Banexcoin Bolivia
10009,"26/08/2025 13:14:17, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.50,149.99,BOB,13.05,0.00,26/08/2025 13:14:30,7395070500,S-001,Banexcoin Bolivia
10010,"26/08/2025 13:15:15, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.04,0.00,26/08/2025 13:15:26,7395075330,S-001,Banexcoin Bolivia
10017,"26/08/2025 14:09:04, UTC -04:00",Completed,Sell,JuanRodriguez90Max,20106,5.91,77.00,BOB,13.03,0.00,26/08/2025 14:09:31,7395335040,S-001,Banexcoin Bolivia
10018,"26/08/2025 14:20:19, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.83,75.99,BOB,13.03,0.00,26/08/2025 14:20:45,7395387250,S-001,Banexcoin Bolivia
10019,"26/08/2025 14:29:14, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.57,7.49,BOB,13.03,0.00,26/08/2025 14:29:28,7395426240,S-001,Banexcoin Bolivia
10020,"26/08/2025 14:44:00, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.50,149.99,BOB,13.04,0.00,26/08/2025 14:44:12,7395495300,S-001,Banexcoin Bolivia
10021,"26/08/2025 14:45:03, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.04,0.00,26/08/2025 14:45:24,7395500700,S-001,Banexcoin Bolivia
10022,"26/08/2025 14:47:02, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.04,0.00,26/08/2025 14:47:14,7395508620,S-001,Banexcoin Bolivia
10024,"26/08/2025 14:54:53, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.04,0.00,26/08/2025 14:55:09,7395544920,S-001,Banexcoin Bolivia
10025,"26/08/2025 15:03:02, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.82,75.99,BOB,13.05,0.00,26/08/2025 15:03:17,7395582920,S-001,Banexcoin Bolivia
10026,"26/08/2025 15:33:51, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.04,0.00,26/08/2025 15:34:09,7395727660,S-001,Banexcoin Bolivia
10028,"26/08/2025 15:47:45, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,3.83,50.00,BOB,13.04,0.00,26/08/2025 15:47:59,7395796170,S-001,Banexcoin Bolivia
10029,"26/08/2025 16:00:04, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.04,0.00,26/08/2025 16:00:20,7395855630,S-001,Banexcoin Bolivia
10030,"26/08/2025 16:01:39, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.83,75.99,BOB,13.04,0.00,26/08/2025 16:01:54,7395863010,S-001,Banexcoin Bolivia
10031,"26/08/2025 16:08:36, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.04,0.00,26/08/2025 16:08:50,7395897370,S-001,Banexcoin Bolivia
10034,"26/08/2025 16:10:48, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.04,0.00,26/08/2025 16:11:00,7395907730,S-001,Banexcoin Bolivia
10036,"26/08/2025 16:29:57, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.05,0.00,26/08/2025 16:30:09,7395997670,S-001,Banexcoin Bolivia
10037,"26/08/2025 16:32:21, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.05,0.00,26/08/2025 16:32:33,7396010120,S-001,Banexcoin Bolivia
10038,"26/08/2025 17:01:03, UTC -04:00",Completed,Sell,VictorFernandez452024,10001,23.00,300.00,BOB,13.04,0.00,26/08/2025 17:01:27,7396153640,S-001,Banexcoin Bolivia
10043,"26/08/2025 17:43:43, UTC -04:00",Completed,Sell,JuanRodriguez90Max,20106,10.89,142.10,BOB,13.05,0.00,26/08/2025 17:43:59,7396374470,S-001,Banexcoin Bolivia
10045,"26/08/2025 17:50:56, UTC -04:00",Completed,Sell,LuisPerez87Max,20032,0.38,5.00,BOB,13.05,0.00,26/08/2025 17:51:13,7396412750,S-001,Banexcoin Bolivia
10046,"26/08/2025 17:52:16, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,5.75,75.00,BOB,13.05,0.00,26/08/2025 17:52:29,7396419830,S-001,Banexcoin Bolivia
10054,"26/08/2025 19:07:15, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.04,0.00,26/08/2025 19:07:29,7396825940,S-001,Banexcoin Bolivia
10055,"26/08/2025 19:07:56, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.04,0.00,26/08/2025 19:08:11,7396830070,S-001,Banexcoin Bolivia
10056,"26/08/2025 19:08:11, UTC -04:00",Completed,Sell,LuciaHernandez442025,20102,6.13,80.00,BOB,13.04,0.00,26/08/2025 19:08:39,7396832580,S-001,Banexcoin Bolivia
10057,"26/08/2025 19:08:43, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.83,75.99,BOB,13.04,0.00,26/08/2025 19:08:59,7396834640,S-001,Banexcoin Bolivia
10058,"26/08/2025 19:09:27, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.04,0.00,26/08/2025 19:09:41,7396838600,S-001,Banexcoin Bolivia
10059,"26/08/2025 19:12:46, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.82,75.99,BOB,13.05,0.00,26/08/2025 19:12:57,7396856020,S-001,Banexcoin Bolivia
10060,"26/08/2025 19:13:33, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.05,0.00,26/08/2025 19:13:47,7396859960,S-001,Banexcoin Bolivia
10061,"26/08/2025 19:14:42, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.04,0.00,26/08/2025 19:14:57,7396866050,S-001,Banexcoin Bolivia
10062,"26/08/2025 19:20:12, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.04,0.00,26/08/2025 19:20:27,7396894560,S-001,Banexcoin Bolivia
10063,"26/08/2025 19:21:27, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.50,149.99,BOB,13.04,0.00,26/08/2025 19:21:39,7396900770,S-001,Banexcoin Bolivia
10066,"26/08/2025 19:26:57, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.83,75.99,BOB,13.04,0.00,26/08/2025 19:27:09,7396929180,S-001,Banexcoin Bolivia
10067,"26/08/2025 19:29:14, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.04,0.00,26/08/2025 19:29:28,7396940240,S-001,Banexcoin Bolivia
10068,"26/08/2025 19:33:02, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.83,75.99,BOB,13.04,0.00,26/08/2025 19:33:16,7396959220,S-001,Banexcoin Bolivia
10069,"26/08/2025 19:40:09, UTC -04:00",Completed,Sell,PabloBlanco44456,10025,3.83,50.00,BOB,13.04,0.00,26/08/2025 19:40:34,7396993240,S-001,Banexcoin Bolivia
10071,"26/08/2025 19:43:17, UTC -04:00",Completed,Sell,PabloBlanco44456,10025,5.37,70.00,BOB,13.04,0.00,26/08/2025 19:43:40,7397008620,S-001,Banexcoin Bolivia
10072,"26/08/2025 20:01:39, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,2.15,28.00,BOB,13.05,0.00,26/08/2025 20:01:55,7397096100,S-001,Banexcoin Bolivia
10081,"26/08/2025 20:35:42, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,7.66,100.00,BOB,13.05,0.00,26/08/2025 20:36:05,7397247730,S-001,Banexcoin Bolivia
10082,"26/08/2025 20:49:09, UTC -04:00",Completed,Sell,AlbertoGarcia832025,20018,4.60,60.00,BOB,13.05,0.00,26/08/2025 20:49:31,7397302610,S-001,Banexcoin Bolivia
10084,"26/08/2025 21:15:51, UTC -04:00",Completed,Sell,AlbertoFlores582024,20026,3.91,51.00,BOB,13.04,0.00,26/08/2025 21:16:50,7397405890,S-001,Banexcoin Bolivia
10089,"26/08/2025 21:39:47, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.05,0.00,26/08/2025 21:40:00,7397483830,S-001,Banexcoin Bolivia
10093,"26/08/2025 21:42:33, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.05,0.00,26/08/2025 21:42:48,7397492850,S-001,Banexcoin Bolivia
10095,"26/08/2025 22:24:49, UTC -04:00",Completed,Sell,RafaelRubio77007,20203,24.15,315.00,BOB,13.04,0.00,26/08/2025 22:25:22,7397613760,S-001,Banexcoin Bolivia
10096,"26/08/2025 22:44:34, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.04,0.00,26/08/2025 22:44:49,7397657920,S-001,Banexcoin Bolivia
10097,"26/08/2025 22:46:21, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.50,149.99,BOB,13.04,0.00,26/08/2025 22:46:39,7397661980,S-001,Banexcoin Bolivia
10098,"26/08/2025 22:49:36, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.83,75.99,BOB,13.04,0.00,26/08/2025 22:49:49,7397668080,S-001,Banexcoin Bolivia
10117,"27/08/2025 09:14:27, UTC -04:00",Completed,Sell,PatriciaDiaz74123,20112,115.16,"1,500.00",BOB,13.03,0.00,27/08/2025 09:14:48,7398266540,S-001,Banexcoin Bolivia
10121,"27/08/2025 10:11:18, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,4.61,60.00,BOB,13.01,0.00,27/08/2025 10:11:41,7398523730,S-001,Banexcoin Bolivia
10122,"27/08/2025 10:48:38, UTC -04:00",Completed,Sell,LuciaHernandez442025,20102,76.95,"1,000.00",BOB,12.99,0.00,27/08/2025 10:49:10,7398709240,S-001,Banexcoin Bolivia
10123,"27/08/2025 11:03:19, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,3.08,40.00,BOB,12.98,0.00,27/08/2025 11:03:43,7398780590,S-001,Banexcoin Bolivia
10124,"27/08/2025 11:20:46, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,1.16,15.00,BOB,12.94,0.00,27/08/2025 11:21:00,7398866660,S-001,Banexcoin Bolivia
10126,"27/08/2025 11:41:06, UTC -04:00",Completed,Sell,LuciaHerrera662025,20019,5.33,69.00,BOB,12.95,0.00,27/08/2025 11:41:39,7398993590,S-001,Banexcoin Bolivia
10129,"27/08/2025 12:19:16, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,2.70,35.00,BOB,12.96,0.00,27/08/2025 12:19:29,7399205910,S-001,Banexcoin Bolivia
10131,"27/08/2025 12:39:57, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,1.16,15.00,BOB,12.97,0.00,27/08/2025 12:40:12,7399327780,S-001,Banexcoin Bolivia
10133,"27/08/2025 12:57:55, UTC -04:00",Completed,Sell,JuanRodriguez90Max,20106,6.78,88.00,BOB,12.97,0.00,27/08/2025 12:58:11,7399435440,S-001,Banexcoin Bolivia
10135,"27/08/2025 13:22:25, UTC -04:00",Completed,Sell,EduardoCruz322025,20005,9.27,120.00,BOB,12.95,0.00,27/08/2025 13:22:42,7399568980,S-001,Banexcoin Bolivia
10138,"27/08/2025 14:00:24, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.88,75.99,BOB,12.93,0.00,27/08/2025 14:00:35,7399758000,S-001,Banexcoin Bolivia
10139,"27/08/2025 14:11:00, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.85,359.99,BOB,12.93,0.00,27/08/2025 14:11:12,7399810990,S-001,Banexcoin Bolivia
10140,"27/08/2025 14:11:32, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.85,359.99,BOB,12.93,0.00,27/08/2025 14:11:44,7399813790,S-001,Banexcoin Bolivia
